Region,Region2,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
CH,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,LV,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,UA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,RU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,BY,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,NONEU_Balkan,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CH,TR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,AL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,AT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,BA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,BE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,BG,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,CH,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,CZ,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,DE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,DK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,ES,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,FI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,FR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,GR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,HR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,HU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,IE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,IT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,LV,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,UA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,RU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,BY,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,NONEU_Balkan,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
CZ,TR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,AL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,AT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BG,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CH,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,CZ,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,DK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,ES,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,FR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,GR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,HR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,HU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,IE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,IT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,LV,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,UA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,RU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,BY,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,NONEU_Balkan,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DE,TR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,AL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,AT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BG,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,CH,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,CZ,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,DK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,ES,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,FI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,FR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,GR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,HR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,HU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,IE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,IT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,LV,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,UA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,RU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,BY,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,NONEU_Balkan,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
DK,TR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,AL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,AT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,BA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,BE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,BG,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,CH,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,CZ,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,DE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,DK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,ES,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,FR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,GR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,HR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,HU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,IE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,IT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,LV,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,UA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,RU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,BY,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,TR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
EE,NONEU_Balkan,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,AL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,AT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,BA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,BE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,BG,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,CH,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,CZ,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,DE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,DK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,ES,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,FI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,FR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,GR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,HR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,HU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,IT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,LV,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,UA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,RU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,BY,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,NONEU_Balkan,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
ES,TR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,AL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,AT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,BA,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,BE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,BG,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,CH,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,CZ,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,DE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,DK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,ES,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,FI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,FR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,GR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,HR,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,HU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,IE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,IT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,LU,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,ME,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,MK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,NL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,NO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,PL,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,PT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,RO,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,RS,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,SE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,SI,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,SK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,UK,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,EE,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
FI,LT,Power,2018,0.05,,Factor,assumption,12.08.2024,Julian Bornemann <jb@wip.tu-berlin.de>
