Region,Technology,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
CZ,HMLI_Heatpump,Heat_MediumLow_Industrial,2018,1.168513707,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,PSNG_Road_BEV,Mobility_Passenger,2025,0.44571654,,Gpkm,Share from European Commission: European Alternative Fuels Observatory (Country Comparison) multiplied with SpecifiedAnnualDemand,27.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,PSNG_Road_PHEV,Mobility_Passenger,2025,0.20974896,,Gpkm,Share from European Commission: European Alternative Fuels Observatory (Country Comparison) multiplied with SpecifiedAnnualDemand,27.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
CZ,CHP_Biomass_Solid,Power,2018,8.538,,PJ,,,
CZ,CHP_Coal_Hardcoal,Power,2018,3.844,,PJ,,,
CZ,CHP_Coal_Lignite,Power,2018,18.016,,PJ,,,
CZ,CHP_Gas_CCGT_Natural,Power,2018,4.518,,PJ,,,
CZ,CHP_Oil,Power,2018,0.307,,PJ,,,
CZ,P_Biomass,Power,2018,13.646,,PJ,,,
CZ,P_Coal_Hardcoal,Power,2018,10.483,,PJ,,,
CZ,P_Coal_Lignite,Power,2018,116.598,,PJ,,,
CZ,P_Gas_CCGT,Power,2018,7.237,,PJ,,,
CZ,P_Gas_Engines,Power,2018,0.831,,PJ,,,
CZ,P_Gas_OCGT,Power,2018,0.914,,PJ,,,
CZ,P_Nuclear,Power,2018,102.047,,PJ,,,
DE,HB_Biomass,Heat_Buildings,2018,251.332,,PJ,,,
DE,HB_Direct_Electric,Heat_Buildings,2018,46.072,,PJ,,,
DE,HB_Hardcoal,Heat_Buildings,2018,45.728,,PJ,,,
DE,HB_Heatpump_Aerial,Heat_Buildings,2018,32.082,,PJ,,,
DE,HB_Heatpump_Ground,Heat_Buildings,2018,1.689,,PJ,,,
DE,HB_Oil_Boiler,Heat_Buildings,2018,681.617,,PJ,,,
DE,HHI_BF_BOF,Heat_High_Industrial,2018,100.5937,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,4.5503,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HHI_DRI_EAF,Heat_High_Industrial,2018,123.3515,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HHI_Scrap_EAF,Heat_High_Industrial,2018,15.9985,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Biomass,Heat_MediumHigh_Industrial,2018,23.72291243,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Gas,Heat_MediumHigh_Industrial,2018,318.9655721,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,73.50415721,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Oil,Heat_MediumHigh_Industrial,2018,193.2149805,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Steam_Electric,Heat_MediumHigh_Industrial,2018,13.72311145,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Biomass,Heat_MediumLow_Industrial,2018,13.95975729,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Gas,Heat_MediumLow_Industrial,2018,150.6512151,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_HardCoal,Heat_MediumLow_Industrial,2018,26.07527862,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMHI_Oil,Heat_MediumLow_Industrial,2018,73.78866648,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,HMLI_Heatpump,Heat_MediumLow_Industrial,2018,9.30828906,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,PSNG_Road_BEV,Mobility_Passenger,2025,33.83072,,Gpkm,Share from European Commission: European Alternative Fuels Observatory (Country Comparison) multiplied with SpecifiedAnnualDemand,27.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,PSNG_Road_PHEV,Mobility_Passenger,2025,24.2350976,,Gpkm,Share from European Commission: European Alternative Fuels Observatory (Country Comparison) multiplied with SpecifiedAnnualDemand,27.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,CHP_Biomass_Solid,Power,2018,45.608,,PJ,,,
DE,CHP_Coal_Hardcoal,Power,2018,63.923,,PJ,,,
DE,CHP_Coal_Lignite,Power,2018,13.051,,PJ,,,
DE,CHP_Gas_CCGT_Natural,Power,2018,152.842,,PJ,,,
DE,CHP_Oil,Power,2018,6.514,,PJ,,,
DE,P_Biomass,Power,2018,145.486,,PJ,,,
DE,P_Coal_Hardcoal,Power,2018,233.776,,PJ,,,
DE,P_Coal_Lignite,Power,2018,461.9879019,,PJ,Entsoe Transparency Platform - Actual Generation per Production Type,17.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE,P_Gas_CCGT,Power,2018,106.984,,PJ,,,
DE,P_Gas_Engines,Power,2018,10.267,,PJ,,,
DE,P_Gas_OCGT,Power,2018,30.237,,PJ,,,
DE,P_Nuclear,Power,2018,259.217,,PJ,,,
DE,P_Oil,Power,2018,8.178,,PJ,,,
DE_BB,HHI_BF_BOF,Heat_High_Industrial,2018,12.1203,,PJ,,,
DE_BB,HLI_Hardcoal,Heat_Low_Industrial,2018,0.588919,,PJ,,,
DE_BB,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0516433,,PJ,,,
DE_BB,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.576196,,PJ,,,
DE_BB,HMHI_Oil,Heat_MediumHigh_Industrial,2018,2.25884,,PJ,,,
DE_BB,CHP_Biomass_Solid,Power,2018,13.3487,,PJ,,,
DE_BB,CHP_Coal_Lignite,Power,2018,110.857,,PJ,,,
DE_BB,CHP_Gas_CCGT_Natural,Power,2018,4.16076,,PJ,,,
DE_BB,P_Gas_CCGT,Power,2018,3.3766,,PJ,,,
DE_BB,P_Gas_Engines,Power,2018,0.540387,,PJ,,,
DE_BB,P_Gas_OCGT,Power,2018,1.4091,,PJ,,,
DE_BB,P_Hydro_Reservoir,Power,2018,0.0447857,,PJ,,,
DE_BB,P_Hydro_RoR,Power,2018,0.0212143,,PJ,,,
DE_BB,P_Oil,Power,2018,0.655248,,PJ,,,
DE_BB,P_PV_Utility_Opt,Power,2018,10.459,,PJ,,,
DE_BB,P_Wind_Onshore_Opt,Power,2018,53.2854,,PJ,,,
DE_BE,HHI_BF_BOF,Heat_High_Industrial,2018,2.62237,,PJ,,,
DE_BE,HLI_Hardcoal,Heat_Low_Industrial,2018,0.622292,,PJ,,,
DE_BE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0111736,,PJ,,,
DE_BE,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.608847,,PJ,,,
DE_BE,HMHI_Oil,Heat_MediumHigh_Industrial,2018,0.488727,,PJ,,,
DE_BE,CHP_Coal_Hardcoal,Power,2018,12.9027,,PJ,,,
DE_BE,CHP_Gas_CCGT_Natural,Power,2018,10.9111,,PJ,,,
DE_BE,P_PV_Utility_Opt,Power,2018,0.24,,PJ,,,
DE_BW,HHI_BF_BOF,Heat_High_Industrial,2018,27.6413,,PJ,,,
DE_BW,HLI_Hardcoal,Heat_Low_Industrial,2018,2.20053,,PJ,,,
DE_BW,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.117777,,PJ,,,
DE_BW,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,2.15299,,PJ,,,
DE_BW,HMHI_Oil,Heat_MediumHigh_Industrial,2018,5.15146,,PJ,,,
DE_BW,CHP_Biomass_Solid,Power,2018,31.3926,,PJ,,,
DE_BW,CHP_Coal_Hardcoal,Power,2018,27.9015,,PJ,,,
DE_BW,CHP_Gas_CCGT_Natural,Power,2018,10.0335,,PJ,,,
DE_BW,P_Coal_Hardcoal,Power,2018,14.5592,,PJ,,,
DE_BW,P_Gas_CCGT,Power,2018,0.046868,,PJ,,,
DE_BW,P_Gas_Engines,Power,2018,0.0075007,,PJ,,,
DE_BW,P_Gas_OCGT,Power,2018,0.0195587,,PJ,,,
DE_BW,P_Hydro_Reservoir,Power,2018,10.505,,PJ,,,
DE_BW,P_Hydro_RoR,Power,2018,4.97604,,PJ,,,
DE_BW,P_Nuclear,Power,2018,58.1177,,PJ,,,
DE_BW,P_Oil,Power,2018,0.638991,,PJ,,,
DE_BW,P_PV_Utility_Opt,Power,2018,17.507,,PJ,,,
DE_BW,P_Wind_Onshore_Opt,Power,2018,0.585524,,PJ,,,
DE_BY,HHI_BF_BOF,Heat_High_Industrial,2018,41.0686,,PJ,,,
DE_BY,HLI_Hardcoal,Heat_Low_Industrial,2018,2.71379,,PJ,,,
DE_BY,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.174989,,PJ,,,
DE_BY,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,2.65516,,PJ,,,
DE_BY,HMHI_Oil,Heat_MediumHigh_Industrial,2018,7.65388,,PJ,,,
DE_BY,CHP_Biomass_Solid,Power,2018,26.4911,,PJ,,,
DE_BY,CHP_Coal_Hardcoal,Power,2018,13.3338,,PJ,,,
DE_BY,CHP_Gas_CCGT_Natural,Power,2018,18.2151,,PJ,,,
DE_BY,P_Gas_CCGT,Power,2018,12.9781,,PJ,,,
DE_BY,P_Gas_Engines,Power,2018,2.07701,,PJ,,,
DE_BY,P_Gas_OCGT,Power,2018,5.41595,,PJ,,,
DE_BY,P_Nuclear,Power,2018,110.149,,PJ,,,
DE_BY,P_Oil,Power,2018,6.62256,,PJ,,,
DE_BY,P_Wind_Onshore_Opt,Power,2018,12.2229,,PJ,,,
DE_HB,HHI_BF_BOF,Heat_High_Industrial,2018,4.79953,,PJ,,,
DE_HB,HLI_Hardcoal,Heat_Low_Industrial,2018,0.214829,,PJ,,,
DE_HB,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0204503,,PJ,,,
DE_HB,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.210188,,PJ,,,
DE_HB,HMHI_Oil,Heat_MediumHigh_Industrial,2018,0.894481,,PJ,,,
DE_HB,CHP_Biomass_Solid,Power,2018,0.273193,,PJ,,,
DE_HB,CHP_Coal_Hardcoal,Power,2018,1.686,,PJ,,,
DE_HB,P_Gas_CCGT,Power,2018,0.147367,,PJ,,,
DE_HB,P_Gas_Engines,Power,2018,0.0235845,,PJ,,,
DE_HB,P_Gas_OCGT,Power,2018,0.0614983,,PJ,,,
DE_HB,P_Hydro_Reservoir,Power,2018,0.0800714,,PJ,,,
DE_HB,P_Hydro_RoR,Power,2018,0.0379286,,PJ,,,
DE_HB,P_Oil,Power,2018,0.402305,,PJ,,,
DE_HB,P_PV_Utility_Opt,Power,2018,0.12,,PJ,,,
DE_HB,P_Wind_Onshore_Opt,Power,2018,0.384469,,PJ,,,
DE_HE,HHI_BF_BOF,Heat_High_Industrial,2018,15.4097,,PJ,,,
DE_HE,HLI_Hardcoal,Heat_Low_Industrial,2018,1.05128,,PJ,,,
DE_HE,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0656592,,PJ,,,
DE_HE,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,1.02857,,PJ,,,
DE_HE,HMHI_Oil,Heat_MediumHigh_Industrial,2018,2.87188,,PJ,,,
DE_HE,CHP_Biomass_Solid,Power,2018,9.09079,,PJ,,,
DE_HE,CHP_Coal_Hardcoal,Power,2018,15.1545,,PJ,,,
DE_HE,CHP_Gas_CCGT_Natural,Power,2018,13.7704,,PJ,,,
DE_HE,P_Gas_CCGT,Power,2018,5.57202,,PJ,,,
DE_HE,P_Gas_Engines,Power,2018,0.89174,,PJ,,,
DE_HE,P_Gas_OCGT,Power,2018,2.32528,,PJ,,,
DE_HE,P_Hydro_Reservoir,Power,2018,0.727429,,PJ,,,
DE_HE,P_Hydro_RoR,Power,2018,0.344571,,PJ,,,
DE_HE,P_Oil,Power,2018,0.391204,,PJ,,,
DE_HE,P_PV_Utility_Opt,Power,2018,5.873,,PJ,,,
DE_HE,P_Wind_Onshore_Opt,Power,2018,13.1931,,PJ,,,
DE_HH,HHI_BF_BOF,Heat_High_Industrial,2018,5.04938,,PJ,,,
DE_HH,HLI_Hardcoal,Heat_Low_Industrial,2018,0.352956,,PJ,,,
DE_HH,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0215149,,PJ,,,
DE_HH,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.34533,,PJ,,,
DE_HH,HMHI_Oil,Heat_MediumHigh_Industrial,2018,0.941044,,PJ,,,
DE_HH,CHP_Biomass_Solid,Power,2018,1.98016,,PJ,,,
DE_HH,CHP_Coal_Hardcoal,Power,2018,46.0627,,PJ,,,
DE_HH,CHP_Gas_CCGT_Natural,Power,2018,4.66742,,PJ,,,
DE_HH,P_Hydro_Reservoir,Power,2018,0.00135714,,PJ,,,
DE_HH,P_Hydro_RoR,Power,2018,0.000642857,,PJ,,,
DE_HH,P_PV_Utility_Opt,Power,2018,0.1,,PJ,,,
DE_HH,P_Wind_Onshore_Opt,Power,2018,0.941862,,PJ,,,
DE_MV,HHI_BF_BOF,Heat_High_Industrial,2018,2.95746,,PJ,,,
DE_MV,HLI_Hardcoal,Heat_Low_Industrial,2018,0.304836,,PJ,,,
DE_MV,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0126014,,PJ,,,
DE_MV,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.29825,,PJ,,,
DE_MV,HMHI_Oil,Heat_MediumHigh_Industrial,2018,0.551177,,PJ,,,
DE_MV,CHP_Biomass_Solid,Power,2018,5.45677,,PJ,,,
DE_MV,CHP_Coal_Hardcoal,Power,2018,11.0449,,PJ,,,
DE_MV,CHP_Gas_CCGT_Natural,Power,2018,4.22161,,PJ,,,
DE_MV,P_Hydro_Reservoir,Power,2018,0.0163536,,PJ,,,
DE_MV,P_Hydro_RoR,Power,2018,0.00774643,,PJ,,,
DE_MV,P_PV_Utility_Opt,Power,2018,4.32,,PJ,,,
DE_MV,P_Wind_Offshore_Transitional,Power,2018,7.07859,,PJ,,,
DE_MV,P_Wind_Onshore_Opt,Power,2018,21.4672,,PJ,,,
DE_NI,HHI_BF_BOF,Heat_High_Industrial,2018,38.3519,,PJ,,,
DE_NI,HLI_Hardcoal,Heat_Low_Industrial,2018,1.66407,,PJ,,,
DE_NI,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.163413,,PJ,,,
DE_NI,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,1.62812,,PJ,,,
DE_NI,HMHI_Oil,Heat_MediumHigh_Industrial,2018,7.14757,,PJ,,,
DE_NI,CHP_Biomass_Solid,Power,2018,13.1746,,PJ,,,
DE_NI,CHP_Coal_Hardcoal,Power,2018,3.82987,,PJ,,,
DE_NI,CHP_Gas_CCGT_Natural,Power,2018,30.4774,,PJ,,,
DE_NI,P_Coal_Hardcoal,Power,2018,33.379,,PJ,,,
DE_NI,P_Coal_Lignite,Power,2018,10.7796,,PJ,,,
DE_NI,P_Gas_CCGT,Power,2018,9.87452,,PJ,,,
DE_NI,P_Gas_Engines,Power,2018,1.58031,,PJ,,,
DE_NI,P_Gas_OCGT,Power,2018,4.12077,,PJ,,,
DE_NI,P_Hydro_Reservoir,Power,2018,0.588321,,PJ,,,
DE_NI,P_Hydro_RoR,Power,2018,0.278679,,PJ,,,
DE_NI,P_Nuclear,Power,2018,74.6996,,PJ,,,
DE_NI,P_Oil,Power,2018,0.407319,,PJ,,,
DE_NI,P_PV_Utility_Opt,Power,2018,10.654,,PJ,,,
DE_NI,P_Wind_Offshore_Transitional,Power,2018,48.3669,,PJ,,,
DE_NI,P_Wind_Onshore_Opt,Power,2018,65.203,,PJ,,,
DE_NRW,HHI_BF_BOF,Heat_High_Industrial,2018,112.988,,PJ,,,
DE_NRW,HLI_Hardcoal,Heat_Low_Industrial,2018,3.38723,,PJ,,,
DE_NRW,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.481428,,PJ,,,
DE_NRW,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,3.31405,,PJ,,,
DE_NRW,HMHI_Oil,Heat_MediumHigh_Industrial,2018,21.0573,,PJ,,,
DE_NRW,CHP_Biomass_Solid,Power,2018,31.5801,,PJ,,,
DE_NRW,CHP_Coal_Hardcoal,Power,2018,57.0251,,PJ,,,
DE_NRW,CHP_Coal_Lignite,Power,2018,109.938,,PJ,,,
DE_NRW,CHP_Gas_CCGT_Natural,Power,2018,85.4543,,PJ,,,
DE_NRW,P_Coal_Hardcoal,Power,2018,90.8151,,PJ,,,
DE_NRW,P_Coal_Lignite,Power,2018,148.28,,PJ,,,
DE_NRW,P_Gas_CCGT,Power,2018,15.0263,,PJ,,,
DE_NRW,P_Gas_Engines,Power,2018,2.40478,,PJ,,,
DE_NRW,P_Gas_OCGT,Power,2018,6.27066,,PJ,,,
DE_NRW,P_Hydro_Reservoir,Power,2018,0.842786,,PJ,,,
DE_NRW,P_Hydro_RoR,Power,2018,0.399214,,PJ,,,
DE_NRW,P_Oil,Power,2018,2.80797,,PJ,,,
DE_NRW,P_PV_Utility_Opt,Power,2018,13.542,,PJ,,,
DE_NRW,P_Wind_Onshore_Opt,Power,2018,49.286,,PJ,,,
DE_RP,HHI_BF_BOF,Heat_High_Industrial,2018,21.5623,,PJ,,,
DE_RP,HLI_Hardcoal,Heat_Low_Industrial,2018,0.810748,,PJ,,,
DE_RP,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0918746,,PJ,,,
DE_RP,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.793232,,PJ,,,
DE_RP,HMHI_Oil,Heat_MediumHigh_Industrial,2018,4.01852,,PJ,,,
DE_RP,CHP_Biomass_Solid,Power,2018,2.77661,,PJ,,,
DE_RP,CHP_Coal_Hardcoal,Power,2018,0.0651474,,PJ,,,
DE_RP,CHP_Gas_CCGT_Natural,Power,2018,10.4236,,PJ,,,
DE_RP,P_Hydro_Reservoir,Power,2018,2.2515,,PJ,,,
DE_RP,P_Hydro_RoR,Power,2018,1.0665,,PJ,,,
DE_RP,P_PV_Utility_Opt,Power,2018,6.337,,PJ,,,
DE_RP,P_Wind_Onshore_Opt,Power,2018,5.92462,,PJ,,,
DE_SH,HHI_BF_BOF,Heat_High_Industrial,2018,6.63856,,PJ,,,
DE_SH,HLI_Hardcoal,Heat_Low_Industrial,2018,0.607972,,PJ,,,
DE_SH,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0282862,,PJ,,,
DE_SH,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.594837,,PJ,,,
DE_SH,HMHI_Oil,Heat_MediumHigh_Industrial,2018,1.23722,,PJ,,,
DE_SH,CHP_Biomass_Solid,Power,2018,6.20164,,PJ,,,
DE_SH,CHP_Coal_Hardcoal,Power,2018,7.48852,,PJ,,,
DE_SH,CHP_Gas_CCGT_Natural,Power,2018,2.2519,,PJ,,,
DE_SH,P_Coal_Hardcoal,Power,2018,3.67306,,PJ,,,
DE_SH,P_Hydro_Reservoir,Power,2018,0.0196786,,PJ,,,
DE_SH,P_Hydro_RoR,Power,2018,0.00932143,,PJ,,,
DE_SH,P_Nuclear,Power,2018,39.0655,,PJ,,,
DE_SH,P_Oil,Power,2018,0.536112,,PJ,,,
DE_SH,P_PV_Utility_Opt,Power,2018,4.64,,PJ,,,
DE_SH,P_Wind_Offshore_Transitional,Power,2018,12.6311,,PJ,,,
DE_SH,P_Wind_Onshore_Opt,Power,2018,30.4078,,PJ,,,
DE_SL,HHI_BF_BOF,Heat_High_Industrial,2018,9.52877,,PJ,,,
DE_SL,HLI_Hardcoal,Heat_Low_Industrial,2018,0.357946,,PJ,,,
DE_SL,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0406011,,PJ,,,
DE_SL,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.350212,,PJ,,,
DE_SL,HMHI_Oil,Heat_MediumHigh_Industrial,2018,1.77586,,PJ,,,
DE_SL,CHP_Biomass_Solid,Power,2018,0.624327,,PJ,,,
DE_SL,CHP_Coal_Hardcoal,Power,2018,3.94008,,PJ,,,
DE_SL,CHP_Gas_CCGT_Natural,Power,2018,2.80094,,PJ,,,
DE_SL,P_Coal_Hardcoal,Power,2018,7.2473,,PJ,,,
DE_SL,P_Hydro_Reservoir,Power,2018,0.118251,,PJ,,,
DE_SL,P_Hydro_RoR,Power,2018,0.216749,,PJ,,,
DE_SL,P_PV_Utility_Opt,Power,2018,1.357,,PJ,,,
DE_SL,P_Wind_Onshore_Opt,Power,2018,2.71679,,PJ,,,
DE_SN,HHI_BF_BOF,Heat_High_Industrial,2018,12.0882,,PJ,,,
DE_SN,HLI_Hardcoal,Heat_Low_Industrial,2018,0.730511,,PJ,,,
DE_SN,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0515067,,PJ,,,
DE_SN,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.714729,,PJ,,,
DE_SN,HMHI_Oil,Heat_MediumHigh_Industrial,2018,2.25286,,PJ,,,
DE_SN,CHP_Biomass_Solid,Power,2018,13.8265,,PJ,,,
DE_SN,CHP_Coal_Lignite,Power,2018,106.673,,PJ,,,
DE_SN,CHP_Gas_CCGT_Natural,Power,2018,19.5966,,PJ,,,
DE_SN,P_Coal_Lignite,Power,2018,31.2743,,PJ,,,
DE_SN,P_Hydro_Reservoir,Power,2018,0.747554,,PJ,,,
DE_SN,P_Hydro_RoR,Power,2018,0.103446,,PJ,,,
DE_SN,P_Oil,Power,2018,0.450334,,PJ,,,
DE_SN,P_PV_Utility_Opt,Power,2018,5.626,,PJ,,,
DE_SN,P_Wind_Onshore_Opt,Power,2018,10.8493,,PJ,,,
DE_ST,HHI_BF_BOF,Heat_High_Industrial,2018,19.7593,,PJ,,,
DE_ST,HLI_Hardcoal,Heat_Low_Industrial,2018,0.491405,,PJ,,,
DE_ST,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0841924,,PJ,,,
DE_ST,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.480788,,PJ,,,
DE_ST,HMHI_Oil,Heat_MediumHigh_Industrial,2018,3.68251,,PJ,,,
DE_ST,CHP_Biomass_Solid,Power,2018,8.00799,,PJ,,,
DE_ST,CHP_Coal_Lignite,Power,2018,31.4073,,PJ,,,
DE_ST,CHP_Gas_CCGT_Natural,Power,2018,16.1916,,PJ,,,
DE_ST,P_Gas_CCGT,Power,2018,3.09611,,PJ,,,
DE_ST,P_Gas_Engines,Power,2018,0.495498,,PJ,,,
DE_ST,P_Gas_OCGT,Power,2018,1.29205,,PJ,,,
DE_ST,P_Hydro_Reservoir,Power,2018,0.335443,,PJ,,,
DE_ST,P_Hydro_RoR,Power,2018,0.0305566,,PJ,,,
DE_ST,P_Oil,Power,2018,3.17883,,PJ,,,
DE_ST,P_PV_Utility_Opt,Power,2018,6.539,,PJ,,,
DE_ST,P_Wind_Onshore_Opt,Power,2018,30,,PJ,,,
DE_TH,HHI_BF_BOF,Heat_High_Industrial,2018,7.98699,,PJ,,,
DE_TH,HLI_Hardcoal,Heat_Low_Industrial,2018,0.447001,,PJ,,,
DE_TH,HLI_Oil_Boiler,Heat_Low_Industrial,2018,0.0340317,,PJ,,,
DE_TH,HMHI_HardCoal,Heat_MediumHigh_Industrial,2018,0.437344,,PJ,,,
DE_TH,HMHI_Oil,Heat_MediumHigh_Industrial,2018,1.48852,,PJ,,,
DE_TH,CHP_Biomass_Solid,Power,2018,5.96644,,PJ,,,
DE_TH,CHP_Gas_CCGT_Natural,Power,2018,6.27172,,PJ,,,
DE_TH,P_Wind_Onshore_Opt,Power,2018,11.555,,PJ,,,
DK,HB_Biomass,Heat_Buildings,2018,38.037,,PJ,,,
DK,HB_Direct_Electric,Heat_Buildings,2018,6.404,,PJ,,,
DK,HB_Hardcoal,Heat_Buildings,2018,0.517,,PJ,,,
DK,HB_Heatpump_Aerial,Heat_Buildings,2018,5.546,,PJ,,,
DK,HB_Heatpump_Ground,Heat_Buildings,2018,0.292,,PJ,,,
DK,HB_Oil_Boiler,Heat_Buildings,2018,17.887,,PJ,,,
DK,HHI_BF_BOF,Heat_High_Industrial,2018,0.2405,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DK,HHI_Bio_BF_BOF,Heat_High_Industrial,2018,0.2761,,PJ,TYNDP 2024 +  SINTEF_Potential_for_Steam_Regeneration_in_Norwegian_Industry + Fraunhofer ISI (2024): Direct electrification of industrial process heat. See calculation file,04.04.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
